govern,school_id,common_name,year,total,total_hs,g09,g10,g11,g12
regular,610244,Clark Magnet HS,2009,1013,857,292,204,180,181
regular,610245,Douglass HS,2009,556,556,204,133,122,97
regular,610378,Crane AA HS,2009,350,350,109,105,136,NA
regular,610401,Clemente AA HS,2009,218,218,147,71,NA,NA
regular,609676,Dunbar Voc HS,2009,1545,1545,530,348,404,263
regular,609682,Richards HS,2009,595,595,214,169,135,77
regular,609694,Hancock HS,2009,933,933,238,271,212,212
regular,609704,Farragut HS,2009,2079,2039,562,554,496,427
regular,609709,Gage Park HS,2009,1672,1672,602,453,378,239
regular,609711,Harper HS,2009,911,911,308,246,186,171
regular,609713,Hyde Park HS,2009,1969,1969,493,535,489,452
regular,609715,Kelly HS,2009,3155,3155,1133,836,777,409
regular,609718,Kennedy HS,2009,1656,1656,563,444,402,247
regular,609727,Phillips HS,2009,784,784,279,134,255,116
regular,609735,Tilden HS,2009,899,899,314,211,248,126
regular,609736,Dyett HS,2009,569,569,144,142,146,137
regular,609741,Hubbard HS,2009,1743,1743,489,463,453,338
regular,609746,Kenwood HS,2009,1676,1518,487,389,325,317
regular,609748,York Alt HS,2009,309,309,184,76,35,14
regular,609751,King CPHS,2009,900,900,234,247,235,184
regular,609756,Curie HS,2009,3473,3473,1075,968,772,658
regular,609768,Hope CPHS,2009,948,948,219,236,252,241
regular,609769,"Graham, R. Trng CTR",2009,185,185,32,65,42,46
regular,610391,Lindblom MSHS,2009,654,603,187,230,100,86
regular,610375,Tilden AA HS,2009,213,213,144,69,NA,NA
regular,610357,Spry Comm Links HS,2009,134,134,66,34,31,3
regular,609743,Phillips AA HS,2009,106,106,54,52,NA,NA
regular,609674,Chicago Voc HS,2009,1666,1666,397,426,473,370
regular,609692,Simeon HS,2009,1612,1612,423,434,332,423
regular,609698,Bogan Tech HS,2009,1972,1972,535,466,482,489
regular,609705,Fenger  HS,2009,1196,1196,280,355,283,278
regular,609707,Robeson HS,2009,1332,1332,436,574,158,164
regular,609710,Harlan HS,2009,1308,1251,322,348,283,298
regular,609712,Hirsch HS,2009,832,832,214,358,157,103
regular,609725,Morgan Park HS,2009,1744,1624,495,386,374,369
regular,609726,Brooks CPHS,2009,744,744,198,193,173,180
regular,609739,"Washington, G. HS",2009,1460,1460,359,469,328,304
regular,609745,Southside Occp HS,2009,172,172,NA,67,51,54
regular,609753,Chicago Agr Sci HS,2009,589,589,156,166,135,132
regular,609761,Corliss HS,2009,1032,1032,306,252,225,249
regular,609762,Julian HS,2009,1748,1748,558,466,398,326
regular,609765,Las Casas HS,2009,82,82,15,29,19,19
regular,610374,Robeson AA HS,2009,187,187,103,84,NA,NA
regular,609675,Chgo Voc AA HS,2009,232,232,127,105,NA,NA
regular,609706,Fenger AA HS,2009,99,99,52,47,NA,NA
regular,610386,Peace & Education Alt HS,2009,103,103,23,22,21,37
regular,610518,VOISE,2009,149,149,149,NA,NA,NA
regular,610389,Orr,2009,1185,1185,273,324,321,267
regular,610392,World Language HS,2009,342,342,133,74,73,62
regular,610380,Williams HS - Prep Med,2009,322,155,84,71,NA,NA
regular,610296,Sch Of Tech HS,2009,365,365,85,109,84,87
regular,610297,Sch Of Leadrshp HS,2009,373,373,119,125,79,50
regular,610381,Bronzeville HS,2009,521,521,147,141,130,103
regular,610301,Big Pict HS - Yards,2009,25,25,NA,NA,NA,25
regular,610307,BEST HS,2009,313,313,72,95,70,76
regular,610309,Chicago Discovery HS,2009,422,422,130,124,92,76
regular,610310,Sch Of The Arts HS,2009,411,411,94,109,109,99
regular,610311,Entrepreneurshp HS,2009,440,440,101,122,126,91
regular,610323,New Millnm HS,2009,316,316,65,88,86,77
regular,610324,Global Visions HS,2009,260,260,62,66,79,53
regular,610383,Sch Of Soc Just HS,2009,350,350,99,84,89,78
regular,610385,Multicultural Arts HS,2009,323,323,85,80,83,75
regular,610384,Infinity HS,2009,340,340,100,80,92,68
regular,610334,Raby HS,2009,538,538,167,133,126,112
regular,610337,Big Pict HS - Metro,2009,19,19,NA,NA,NA,19
regular,610340,Chicago Acad HS,2009,497,497,160,138,99,100
regular,610506,TEAM Englewood HS,2009,282,282,143,139,NA,NA
regular,610502,Marine Mil Acad HS,2009,240,240,141,99,NA,NA
regular,609754,Chicago Mil Acad HS,2009,514,514,160,129,117,108
regular,609760,Carver Mil Acad HS,2009,504,504,176,167,94,67
regular,610390,Rickover Naval HS,2009,397,397,124,117,79,77
regular,610304,Phoenix Mil Acad HS,2009,385,385,139,117,92,37
charter,609683,Alternative Learning Comm HS,2009,453,357,112,122,81,42
charter,610388,LINC Alt HS,2009,533,533,98,158,143,134
charter,610371,IDOC/Healy South HS,2009,76,76,38,33,4,1
charter,400058,North Lawndale Chrtr,2009,405,405,111,109,98,87
charter,400059,Nth Lawndale Chtr - Collins,2009,248,248,125,123,NA,NA
charter,609686,Youth Connctns Chrtr,2009,3071,3071,525,1079,689,778
charter,400042,Power House,2009,111,111,104,7,NA,NA
charter,400008,ACT Chtr HS,2009,319,241,49,74,65,53
charter,400051,Noble St. Chrtr HS,2009,494,494,148,127,116,103
charter,400054,Noble St. Chrtr HS - Prtizker,2009,428,428,185,125,118,NA
charter,400055,Noble St. Chrtr HS - Rauner,2009,409,409,162,131,116,NA
charter,400056,Noble St. Chrtr HS - Clark,2009,279,279,159,120,NA,NA
charter,400053,Noble St. Chrtr HS - Golder,2009,284,284,151,133,NA,NA
charter,400052,NSC-Comer,2009,153,153,153,NA,NA,NA
charter,400057,NSC-UIC,2009,182,182,182,NA,NA,NA
charter,400064,Perspectives Chrtr HS,2009,346,185,53,47,42,43
charter,400061,Perspectives Chrtr - Calumet,2009,364,364,159,125,80,NA
charter,400062,Perspectives Chrtr - Cal Tech,2009,327,327,152,131,44,NA
charter,400066,Perspectives-MS,2009,261,104,104,NA,NA,NA
charter,400033,Chgo Intl Chrt - Longwood,2009,1480,542,214,128,113,87
charter,400087,Yng Women Ldrshp Chrt,2009,356,255,73,71,59,52
charter,400077,U Of Chicago Chtr HS,2009,440,297,100,106,91,NA
charter,400078,Woodson South,2009,193,2,2,NA,NA,NA
charter,400085,UNO-Archer Hghts,2009,149,149,149,NA,NA,NA
charter,400073,Shabazz Chrtr - DuSable,2009,383,383,115,114,91,63
charter,400032,Chgo Intl Chrt - Ellison,2009,447,447,193,144,110,NA
charter,400086,Urban Prep Chtr HS,2009,445,445,178,144,123,NA
charter,400036,Chicago Virtual Chtr,2009,600,58,40,18,NA,NA
charter,400034,Chgo Intl Chrt - Northtown,2009,808,808,256,250,187,115
charter,400015,ASPIRA Chrtr - Ramirez,2009,402,402,148,110,82,62
charter,400013,ASPIRA Chrtr - Early College,2009,374,374,197,177,NA,NA
charter,400035,Chgo Math/Sci Chtr,2009,483,260,97,69,63,31
charter,400010,ACE Tech Chtr HS,2009,476,476,127,143,116,90
charter,400070,Prologue Early College HS,2009,201,201,60,66,34,41
charter,400038,Community Services W,2009,105,105,NA,11,78,16
charter,400018,Austin Bus & Entrp HS,2009,392,392,85,139,168,NA
regular,610524,Alcott,2010,83,83,83,NA,NA,NA
regular,610535,Mason,2010,22,22,22,NA,NA,NA
regular,610501,Austin Polytech HS,2010,330,330,72,132,126,NA
regular,609764,Juarez HS,2010,1564,1564,503,415,368,278
regular,610370,Best Practice HS,2010,144,144,NA,50,44,50
regular,609729,Schurz HS,2010,2187,2187,636,724,420,407
regular,609723,Marshall HS,2010,998,998,175,308,271,244
regular,610244,Clark Magnet HS,2010,1021,884,222,281,212,169
regular,609676,Dunbar Voc HS,2010,1612,1612,471,492,302,347
regular,609743,Phillips AA HS,2010,103,103,62,41,NA,NA
regular,609695,Amundsen HS,2010,1630,1630,421,602,306,301
regular,609733,Sullivan HS,2010,797,797,209,297,136,155
regular,609724,Mather HS,2010,1636,1636,446,496,398,296
regular,609727,Phillips HS,2010,746,746,137,288,155,166
regular,610334,Raby HS,2010,561,561,162,150,119,130
regular,610378,Crane AA HS,2010,257,257,151,106,NA,NA
regular,609736,Dyett HS,2010,530,530,158,170,121,81
regular,609737,Von Steuben HS,2010,1630,1630,455,449,413,313
regular,609768,Hope CPHS,2010,807,807,212,199,202,194
regular,609694,Hancock HS,2010,997,997,291,273,218,215
regular,609746,Kenwood HS,2010,1791,1603,512,471,299,321
regular,609722,Manley HS,2010,881,881,131,294,231,225
regular,609702,Crane Tech HS,2010,720,720,107,145,243,225
regular,610506,TEAM Englewood HS,2010,364,364,127,126,111,NA
regular,609740,Wells HS,2010,665,665,159,163,151,192
regular,609693,Westinghouse II,2010,280,280,280,NA,NA,NA
regular,610307,BEST HS,2010,350,350,98,100,88,64
regular,609735,Tilden HS,2010,680,680,187,219,169,105
regular,609682,Richards HS,2010,600,600,208,152,133,107
regular,609712,Hirsch HS,2010,673,673,125,313,130,105
regular,609709,Gage Park HS,2010,1619,1619,495,461,338,325
regular,609761,Corliss HS,2010,908,907,223,297,164,223
regular,609739,"Washington, G. HS",2010,1450,1450,452,382,288,328
regular,610310,Sch Of The Arts HS,2010,384,384,100,89,101,94
regular,609710,Harlan HS,2010,1353,1300,328,347,330,295
regular,610323,New Millnm HS,2010,228,228,27,69,52,80
regular,609707,Robeson HS,2010,1265,1265,461,502,117,185
regular,610374,Robeson AA HS,2010,213,213,136,77,NA,NA
regular,610375,Tilden AA HS,2010,227,227,141,85,1,NA
regular,609698,Bogan Tech HS,2010,1938,1938,511,547,440,440
regular,610324,Global Visions HS,2010,215,215,33,60,66,56
regular,610309,Chicago Discovery HS,2010,397,397,78,128,105,86
regular,609675,Chgo Voc AA HS,2010,294,294,141,97,56,NA
regular,609674,Chicago Voc HS,2010,1438,1438,334,399,300,405
regular,610311,Entrepreneurshp HS,2010,349,349,58,103,96,92
regular,610297,Sch Of Leadrshp HS,2010,334,334,57,90,121,66
regular,610296,Sch Of Tech HS,2010,324,324,86,103,75,60
regular,609713,Hyde Park HS,2010,1836,1835,432,505,467,431
regular,609718,Kennedy HS,2010,1665,1665,404,505,412,344
regular,609725,Morgan Park HS,2010,1684,1557,488,398,342,329
regular,609692,Simeon HS,2010,1557,1557,436,421,393,307
regular,609762,Julian HS,2010,1420,1420,241,471,346,362
regular,610401,Clemente AA HS,2010,220,220,131,89,NA,NA
regular,610380,Williams HS - Prep Med,2010,324,209,61,81,67,NA
regular,610245,Douglass HS,2010,498,498,82,190,114,112
regular,609759,Clemente HS,2010,1588,1588,478,414,370,326
regular,610394,Uplift Community HS,2010,546,465,115,138,107,105
regular,610518,VOISE,2010,273,273,139,134,NA,NA
regular,610513,Air Force,2010,126,126,126,NA,NA,NA
regular,609679,Prosser HS,2010,1417,1417,373,388,342,314
regular,609732,Steinmetz HS,2010,1959,1959,509,682,358,410
regular,609754,Chicago Mil Acad HS,2010,501,501,169,129,101,102
regular,609704,Farragut HS,2010,1771,1731,462,445,438,386
regular,609708,Foreman HS,2010,1931,1931,614,556,415,346
regular,609760,Carver Mil Acad HS,2010,520,520,158,165,107,90
regular,609741,Hubbard HS,2010,1795,1795,495,478,422,400
regular,610390,Rickover Naval HS,2010,397,397,119,108,99,71
regular,610384,Infinity HS,2010,355,355,102,111,71,71
regular,609716,Kelvyn Park HS,2010,1455,1455,409,429,324,293
regular,610502,Marine Mil Acad HS,2010,321,321,122,104,95,NA
regular,609730,Senn HS,2010,1067,1067,321,320,214,212
regular,610304,Phoenix Mil Acad HS,2010,404,404,112,136,71,85
regular,610377,Senn AA HS,2010,93,93,57,36,NA,NA
regular,609715,Kelly HS,2010,3186,3186,1056,860,783,487
regular,609734,Taft HS,2010,2677,2462,784,697,528,453
regular,610392,World Language HS,2010,363,363,132,102,63,66
regular,609765,Las Casas HS,2010,70,70,27,11,17,15
regular,609766,Vaughn Occp HS,2010,230,230,46,45,43,96
regular,609744,Northside Lrn Ctr HS,2010,301,301,46,99,62,94
regular,609769,"Graham, R. Trng CTR",2010,171,171,2,68,42,59
regular,609745,Southside Occp HS,2010,183,183,75,24,40,44
regular,610340,Chicago Acad HS,2010,497,497,160,129,100,108
regular,610499,Collins Acad HS,2010,349,349,122,109,118,NA
regular,610389,Orr,2010,1140,1140,222,449,200,269
regular,609705,Fenger  HS,2010,1190,1190,254,323,350,263
regular,609706,Fenger AA HS,2010,128,126,78,48,NA,NA
regular,609711,Harper HS,2010,771,771,162,282,187,140
regular,609683,Alternative Learning Comm HS,2010,337,279,101,95,51,32
regular,609748,York Alt HS,2010,329,329,207,73,30,19
regular,610371,IDOC/Healy South HS,2010,212,212,125,69,12,6
regular,610388,LINC Alt HS,2010,798,798,87,220,213,278
regular,609783,"Jefferson, N",2010,360,309,129,122,49,9
regular,610386,Peace & Education Alt HS,2010,118,118,NA,44,34,40
regular,400070,Prologue Early College HS,2010,247,247,44,87,52,64
regular,609750,Simpson HS,2010,110,103,44,31,24,4
regular,609720,Lane Tech HS,2010,4183,4183,1047,1073,1019,1044
regular,610381,Bronzeville HS,2010,549,549,137,150,140,122
regular,609753,Chicago Agr Sci HS,2010,595,595,150,153,153,139
regular,610402,DeVry Advantage HS,2010,218,218,NA,NA,115,103
regular,609751,King CPHS,2010,926,926,241,230,237,218
regular,610383,Sch Of Soc Just HS,2010,356,356,106,91,77,82
regular,609726,Brooks CPHS,2010,749,749,199,195,182,173
regular,609719,Lake View HS,2010,1560,1560,440,353,412,355
regular,609738,Lincoln Park HS,2010,2150,2150,549,617,495,489
regular,609756,Curie HS,2010,3578,3577,973,1069,912,623
regular,610385,Multicultural Arts HS,2010,353,353,128,100,66,59
regular,609691,North-Grand HS,2010,899,899,221,260,226,192
regular,609749,Northside CPHS,2010,1074,1074,264,258,305,247
regular,610529,Ogden,2010,444,124,124,NA,NA,NA
regular,610391,Lindblom MSHS,2010,724,616,180,175,169,92
regular,610357,Spry Comm Links HS,2010,159,159,66,61,27,5
regular,609728,Roosevelt HS,2010,1453,1453,338,494,316,305
regular,609680,Payton CPHS,2010,908,908,256,232,247,173
regular,609755,Young Magnet HS,2010,2244,2015,502,502,525,486
regular,609678,Jones CPHS,2010,827,827,236,214,206,171
regular,400008,ACT Chtr HS,2010,324,238,67,54,77,40
regular,400010,ACE Tech Chtr HS,2010,507,507,150,137,124,96
regular,400013,ASPIRA Chrtr - Early College,2010,414,414,126,154,134,NA
regular,400015,ASPIRA Chrtr - Ramirez,2010,436,436,120,148,88,80
regular,400073,Shabazz Chrtr - DuSable,2010,372,372,93,109,96,74
regular,400033,Chgo Intl Chrt - Longwood,2010,1473,558,162,190,101,105
regular,400034,Chgo Intl Chrt - Northtown,2010,836,836,205,229,225,177
regular,400032,Chgo Intl Chrt - Ellison,2010,576,576,184,176,119,97
regular,400035,Chgo Math/Sci Chtr,2010,599,347,119,99,70,59
regular,400036,Chicago Virtual Chtr,2010,553,80,34,31,15,NA
regular,400042,Power House,2010,260,260,133,127,NA,NA
regular,400097,NSC-Bulls,2010,229,229,229,NA,NA,NA
regular,400052,NSC-Comer,2010,294,294,180,114,NA,NA
regular,400053,Noble St. Chrtr HS - Golder,2010,422,422,169,142,111,NA
regular,400098,NSC-Muchin,2010,255,255,254,1,NA,NA
regular,400051,Noble St. Chrtr HS,2010,550,550,173,147,122,108
charter,400056,Noble St. Chrtr HS - Clark,2010,426,426,188,141,97,NA
charter,400057,NSC-UIC,2010,399,399,230,169,NA,NA
charter,400058,North Lawndale Chrtr,2010,409,409,109,113,104,83
charter,400059,Nth Lawndale Chtr - Collins,2010,332,332,115,115,102,NA
charter,400061,Perspectives Chrtr - Calumet,2010,485,484,169,132,111,72
charter,400067,Perspectives-Calumet ΙI,2010,398,1,1,NA,NA,NA
charter,400062,Perspectives Chrtr - Cal Tech,2010,447,447,160,145,101,41
charter,400066,Perspectives-IIT,2010,520,221,118,103,NA,NA
charter,400064,Perspectives Chrtr HS,2010,351,190,56,49,46,39
charter,400077,U Of Chicago Chtr HS,2010,521,305,82,98,69,56
charter,400085,UNO Charter-Garcia,2010,284,284,144,140,NA,NA
charter,400086,Urban Prep Chtr HS,2010,565,565,172,151,127,115
charter,400087,Yng Women Ldrshp Chrt,2010,334,247,63,70,61,53
charter,609686,Youth Connctns Chrtr,2010,3408,3408,NA,2021,422,965
charter,400018,Austin Bus & Entrp HS,2010,486,486,148,102,113,123
charter,400091,Advanced Tech,2010,146,146,146,NA,NA,NA
charter,400022,Chicago Arts,2010,146,146,146,NA,NA,NA
charter,400093,Talent,2010,94,94,94,NA,NA,NA
charter,400038,Community Services West,2010,151,151,NA,36,57,58
charter,400094,EPIC,2010,119,119,119,NA,NA,NA
charter,400102,Urban Prep-E Garfield,2010,125,125,125,NA,NA,NA
regular,610524,Alcott,2011,177,177,97,80,NA,NA
regular,610535,Mason,2011,40,40,22,18,NA,NA
regular,610501,Austin Polytech HS,2011,363,363,75,67,121,100
regular,609764,Juarez HS,2011,1630,1630,517,420,358,335
regular,610370,Best Practice HS,2011,70,70,NA,NA,38,32
regular,610381,Bronzeville HS,2011,551,551,138,130,152,131
regular,609729,Schurz HS,2011,2235,2235,726,665,491,353
regular,610244,Clark Magnet HS,2011,942,819,186,216,233,184
regular,609676,Dunbar Voc HS,2011,1507,1507,346,467,448,246
regular,609695,Amundsen HS,2011,1645,1645,415,579,310,341
regular,609733,Sullivan HS,2011,764,764,164,276,180,144
regular,609724,Mather HS,2011,1603,1603,363,471,474,295
regular,610334,Raby HS,2011,558,558,138,153,136,131
regular,610378,Crane AA HS,2011,244,244,126,118,NA,NA
regular,609736,Dyett HS,2011,431,430,133,125,77,95
regular,609737,Von Steuben HS,2011,1631,1631,474,407,358,392
regular,609768,Hope CPHS,2011,680,680,198,184,160,138
regular,609694,Hancock HS,2011,984,984,211,298,253,222
regular,609746,Kenwood HS,2011,1815,1624,492,446,377,309
regular,609722,Manley HS,2011,650,650,130,147,208,165
regular,609702,Crane Tech HS,2011,513,513,142,160,130,81
regular,610506,TEAM Englewood HS,2011,446,446,129,114,111,92
regular,609740,Wells HS,2011,642,642,160,182,167,133
regular,609693,Westinghouse II,2011,555,555,276,279,NA,NA
regular,609735,Tilden HS,2011,467,467,101,152,125,89
regular,609682,Richards HS,2011,547,547,130,188,119,110
regular,609712,Hirsch HS,2011,501,501,106,131,147,117
regular,610311,Entrepreneurshp HS,2011,275,275,47,78,81,69
regular,609709,Gage Park HS,2011,1252,1252,317,343,318,274
regular,609761,Corliss HS,2011,747,747,147,252,182,166
regular,609739,"Washington, G. HS",2011,1442,1442,357,443,364,278
regular,610297,Sch Of Leadrshp HS,2011,272,272,44,65,88,75
regular,610296,Sch Of Tech HS,2011,289,289,71,82,76,60
regular,610310,Sch Of The Arts HS,2011,369,369,95,108,91,75
regular,609710,Harlan HS,2011,1260,1213,293,319,351,250
regular,609707,Robeson HS,2011,776,776,139,285,202,150
regular,610374,Robeson AA HS,2011,168,168,64,104,NA,NA
regular,610375,Tilden AA HS,2011,167,167,83,84,NA,NA
regular,609698,Bogan Tech HS,2011,1786,1786,398,496,510,382
regular,610307,BEST HS,2011,251,251,47,71,75,58
regular,610324,Global Visions HS,2011,140,140,14,50,35,41
regular,610309,Chicago Discovery HS,2011,321,321,59,94,87,81
regular,609675,Chgo Voc AA HS,2011,270,270,121,88,32,29
regular,609674,Chicago Voc HS,2011,1106,1106,252,357,249,248
regular,609713,Hyde Park HS,2011,1591,1591,283,432,463,413
regular,609718,Kennedy HS,2011,1580,1580,392,409,417,362
regular,609725,Morgan Park HS,2011,1658,1504,439,433,313,319
regular,609692,Simeon HS,2011,1546,1546,414,419,376,337
regular,610323,New Millnm HS,2011,169,169,35,33,56,45
regular,609762,Julian HS,2011,1224,1224,324,328,343,229
regular,610513,Air Force,2011,212,212,98,114,NA,NA
regular,609679,Prosser HS,2011,1412,1412,393,368,348,303
regular,609732,Steinmetz HS,2011,1889,1889,457,662,377,393
regular,609754,Chicago Mil Acad HS,2011,502,502,180,142,96,84
regular,610401,Clemente AA HS,2011,227,227,118,109,NA,NA
regular,610380,Williams HS - Prep Med,2011,340,276,83,58,73,62
regular,609704,Farragut HS,2011,1598,1556,390,431,413,322
regular,609708,Foreman HS,2011,1831,1831,522,517,446,346
regular,610245,Douglass HS,2011,383,383,84,75,132,92
regular,609760,Carver Mil Acad HS,2011,550,550,173,142,127,108
regular,609741,Hubbard HS,2011,1689,1689,420,473,414,382
regular,610390,Rickover Naval HS,2011,448,448,152,118,105,73
regular,610384,Infinity HS,2011,364,364,109,118,63,74
regular,609716,Kelvyn Park HS,2011,1382,1382,364,397,303,318
regular,610502,Marine Mil Acad HS,2011,379,379,115,102,86,76
regular,610385,Multicultural Arts HS,2011,341,341,98,116,62,65
regular,609730,Senn HS,2011,1037,1037,265,339,247,186
regular,610304,Phoenix Mil Acad HS,2011,432,432,172,91,106,63
regular,609759,Clemente HS,2011,1283,1282,345,341,313,283
regular,610377,Senn AA HS,2011,72,72,35,37,NA,NA
regular,609728,Roosevelt HS,2011,1430,1430,345,494,331,260
regular,609715,Kelly HS,2011,3062,3062,1004,788,705,565
regular,610394,Uplift Community HS,2011,520,470,101,124,131,114
regular,610518,VOISE,2011,361,361,131,100,130,NA
regular,609734,Taft HS,2011,2810,2555,716,708,637,494
regular,610392,World Language HS,2011,379,379,103,126,98,52
regular,609766,Vaughn Occp HS,2011,218,218,38,43,40,97
regular,609744,Northside Lrn Ctr HS,2011,311,311,48,94,55,114
regular,609769,"Graham, R. Trng CTR",2011,171,171,NA,58,61,52
regular,609745,Southside Occp HS,2011,196,196,82,37,38,39
regular,610340,Chicago Acad HS,2011,501,501,148,150,97,106
regular,610499,Collins Acad HS,2011,421,421,114,107,97,103
regular,610543,Solorio,2011,295,295,295,NA,NA,NA
regular,610389,Orr,2011,956,956,227,258,295,176
regular,609743,Phillips AA HS,2011,76,76,45,31,NA,NA
regular,609727,Phillips HS,2011,687,687,168,207,195,117
regular,609705,Fenger  HS,2011,784,784,94,194,230,266
regular,609706,Fenger AA HS,2011,105,105,55,50,NA,NA
regular,609723,Marshall HS,2011,772,772,258,215,150,149
regular,609711,Harper HS,2011,669,669,167,153,206,143
regular,610388,LINC Alt HS,2011,560,560,88,126,185,161
regular,609683,Alternative Learning Comm HS,2011,335,283,112,107,44,20
regular,609748,York Alt HS,2011,303,303,186,74,29,14
regular,610371,IDOC/Healy South HS,2011,154,154,77,47,19,11
regular,609783,"Jefferson, N",2011,262,228,111,97,19,1
regular,610386,Peace & Education Alt HS,2011,113,113,NA,30,28,55
regular,400070,Prologue Early College HS,2011,174,174,37,45,48,44
regular,609750,Simpson HS,2011,159,143,29,51,39,24
regular,609720,Lane Tech HS,2011,4165,4164,1066,1095,960,1043
regular,609753,Chicago Agr Sci HS,2011,593,593,171,147,118,157
regular,610402,DeVry Advantage HS,2011,221,221,NA,NA,115,106
regular,609751,King CPHS,2011,936,936,226,232,222,256
regular,610383,Sch Of Soc Just HS,2011,368,368,111,105,79,73
regular,609726,Brooks CPHS,2011,765,765,197,208,179,181
regular,609719,Lake View HS,2011,1553,1553,420,404,329,400
regular,609738,Lincoln Park HS,2011,2228,2228,644,586,541,457
regular,609756,Curie HS,2011,3457,3457,795,1023,952,687
regular,609691,North-Grand HS,2011,875,875,189,233,252,201
regular,609749,Northside CPHS,2011,1086,1086,267,261,258,300
regular,610529,Ogden,2011,532,226,121,105,NA,NA
regular,610391,Lindblom MSHS,2011,872,722,244,185,124,169
regular,610357,Spry Comm Links HS,2011,186,185,70,60,55,NA
regular,609680,Payton CPHS,2011,892,892,157,257,226,252
regular,609755,Young Magnet HS,2011,2162,1938,433,509,488,508
regular,609678,Jones CPHS,2011,847,847,195,242,213,197
regular,400010,ACE Tech Chtr HS,2011,476,476,116,130,117,113
regular,400013,ASPIRA Chrtr - Early College,2011,524,524,179,103,124,118
regular,400015,ASPIRA Chrtr - Ramirez,2011,408,408,119,112,104,73
regular,400073,Shabazz Chrtr - DuSable,2011,407,407,121,93,102,91
regular,400033,Chgo Intl Chrt - Longwood,2011,1471,543,143,145,170,85
regular,400034,Chgo Intl Chrt - Northtown,2011,855,855,263,196,187,209
regular,400032,Chgo Intl Chrt - Ellison,2011,545,545,143,170,132,100
regular,400108,CIC-Hawkins,2011,431,273,122,66,52,33
regular,400035,Chgo Math/Sci Chtr,2011,595,340,88,106,81,65
regular,400093,Talent,2011,228,228,118,110,NA,NA
regular,400036,Chicago Virtual Chtr,2011,589,90,43,22,17,8
regular,400094,EPIC,2011,259,259,161,98,NA,NA
regular,400042,Power House,2011,367,367,130,125,112,NA
regular,400104,Instituto Health,2011,178,178,178,NA,NA,NA
charter,400097,NSC-Bulls,2011,522,522,323,199,NA,NA
charter,400052,NSC-Comer,2011,518,518,224,177,117,NA
charter,400053,Noble St. Chrtr HS - Golder,2011,547,547,199,139,113,96
charter,400098,NSC-Muchin,2011,529,529,318,211,NA,NA
charter,400051,Noble St. Chrtr HS,2011,596,596,180,160,136,120
charter,400054,NSC-Pritzker,2011,680,680,238,200,131,111
charter,400055,NSC-Rauner,2011,588,588,197,162,121,108
charter,400056,Noble St. Chrtr HS - Clark,2011,538,538,177,145,127,89
charter,400057,NSC-UIC,2011,594,594,228,204,162,NA
charter,400106,NSC-Englewood,2011,178,178,178,NA,NA,NA
charter,400058,North Lawndale Chrtr,2011,462,462,126,111,117,108
charter,400059,Nth Lawndale Chtr - Collins,2011,419,419,115,99,102,103
charter,400061,Perspectives Chrtr - Calumet,2011,488,488,152,136,96,104
charter,400062,Perspectives Chrtr - Cal Tech,2011,512,512,156,143,119,94
charter,400066,Perspectives-IIT,2011,501,236,92,72,72,NA
charter,400064,Perspectives Chrtr HS,2011,366,211,59,57,51,44
charter,400077,U Of Chicago Chtr HS,2011,537,319,119,79,62,59
charter,400085,UNO Charter-Garcia,2011,438,438,177,136,125,NA
charter,400102,Urban Prep-E Garfield,2011,241,241,136,105,NA,NA
charter,400086,Urban Prep Chtr HS,2011,530,530,142,149,131,108
charter,400105,Urban Prep-SShore,2011,136,136,136,NA,NA,NA
charter,400087,Yng Women Ldrshp Chrt,2011,335,256,75,72,63,46
charter,609686,Youth Connctns Chrtr,2011,3524,3524,NA,1873,473,1178
charter,400018,Austin Bus & Entrp HS,2011,383,383,73,123,90,97
charter,400091,Advanced Tech,2011,199,199,96,103,NA,NA
charter,400022,Chicago Arts,2011,300,300,150,150,NA,NA
charter,400038,Community Services West,2011,165,165,NA,60,60,45
regular,610556,Banner South,2012,284,284,80,72,60,72
regular,609753,Chicago Agr Sci HS,2012,578,578,178,144,124,132
regular,609705,Fenger  HS,2012,688,688,101,129,211,247
regular,609706,Fenger AA HS,2012,85,85,40,45,NA,NA
regular,609761,Corliss HS,2012,622,622,126,183,126,187
regular,609760,Carver Mil Acad HS,2012,532,532,142,156,117,117
regular,609739,"Washington, G. HS",2012,1525,1525,385,394,416,330
regular,609726,Brooks CPHS,2012,781,781,193,204,203,181
regular,609710,Harlan HS,2012,1243,1210,278,403,232,297
regular,609725,Morgan Park HS,2012,1571,1416,351,391,410,264
regular,609762,Julian HS,2012,1224,1224,309,310,280,325
regular,610554,Summers,2012,65,65,14,27,17,7
regular,609720,Lane Tech HS,2012,4366,4283,1206,1059,969,1049
regular,610524,Alcott,2012,232,232,75,88,69,NA
regular,610550,Banner North,2012,28,28,10,13,3,2
regular,609729,Schurz HS,2012,2364,2364,775,632,550,407
regular,609679,Prosser HS,2012,1416,1416,374,359,334,349
regular,609732,Steinmetz HS,2012,1890,1890,464,619,451,356
regular,610340,Chicago Acad HS,2012,503,503,138,146,116,103
regular,610402,DeVry Advantage HS,2012,200,200,NA,NA,92,108
regular,609708,Foreman HS,2012,1715,1715,446,442,413,414
regular,609737,Von Steuben HS,2012,1635,1635,501,410,346,378
regular,610390,Rickover Naval HS,2012,424,424,108,139,101,76
regular,609766,Vaughn Occp HS,2012,202,202,40,36,41,85
